labels,text
5,john coltrane s expressionistic existentialist masterpiece released superbly remastered edition essential additional material  this album turning point coltrane  away past material closer hard bop realms free jazz  this picked atonalities would trademark later recordings gives listener chance  spiritually rich expressionistic  jazz s greatest albums  if original album  worth purchase additional disc  outtakes album archie shepp included  full length concert time album performed publicly  by time  coltrane picked dissonance later albums listeners less satisfying appreciate coltrane complexity  well appreciated  highly recommended 
5,i enjoy jazz   i m far thoroughly versed style though  i key discs collection  s  a love supreme  a lot good music sets mood  coltrane s disc really talks   s amazing  where musicians hint idea  coltrane rattles spiritual epic  if re looking add stimulating  startling jazz collection  re talking kenny g     disc 
5,john coltrane best recording  some people dislike believe excessively serious  deeply emotional even joyful  it really takes open mind  concentration  enjoy cd properly  reward listener energy expends musically  would absurd attack recording  writing  improvisation  interaction flawless one word warning  if someone listens music simple entertainment background  cd  listening cd background would like reading sleep james joyce s  ulysses   it really boils see music  some people n t think music deeply expressive artistic outlet  s fine  n t enjoy cd 
5,all needs said  a love supreme     buy it  if disc collection  missing vital pieces music ever recorded  no matter musical tastes  i guarantee find something interest trane s visceral evocative performance  a classic sheer beauty emotion  peace 
5,  i wonder much awesome result due rudy van gelder re mastering process rather dsd sacd new teach  i wonder sometimes music major trying sell us n th remastering try make us re buy music collection  it would nice compare re mastering hi rez dvd a dsd sacd btw i astonished much better compared vynil  i buy red book cd waiting hi rez re issue      stars music  i d vote  starts possible     stars sound
5,john coltrane    long winded   from first  breath  swan song know  love supreme  safe playing taken exremes    maybe best long composition jazz tazzthe live stuff hits hard
4,i ll first admit i really n t know much jazz john coltrane  but search something different i picked cd  it certainly departure   rock world  i love  it adventurous compelling  if like wondering fuss  go ahead give cd spin  ll glad  there whole new world inside 
3,i really jazz fan  i bought taking jazz class college putting aside spiritual theme  john s gift god  comments  i comment instrumental music  i always get distinct feeling repetitive  title track  instance  repeated four note theme starts getting monotonous   lot songs n t really going anywhere  i hard time style  it sounds like bunch notes  nothing i would term  catchy   nothing latch onto really remember s done  something i really like dixieland  cool  swing styles jazz music i start thinking instrumental music representing theme coltrane s so called spiritual awakening  album would gained much respect  taking music alone  instrumental jazz music  i admit i grow weary fast 
5,john coltrane truely ahead time  vacuum tubes still state art album came  yet  fidelity pretty amazing   jimmy garrison down shifting bass first cut   acknowlegement  aka  love supreme   elvin jones mckoy tyner rounding things  blew my mind  if do n t  feel   no soul 
3,this review music  the music course awesome  but get copy record today hole drilled way  label side barely stuck  this first record purchased lately badly drilled holes poor label application once drilled hole properly record plays great 
5,said record n t  i beg pardon  n t say  record party  s ears  this pure joy  guy gave star like jazz  listen late night girlfriend broke  life affirming s hopeful taps emoticons beyond  knew would make copy s cheap enough  check screwed impress lady  either way score 
5,this album may serve acid test  n t like  n t like jazz  never  the flawless interplay four voices work builds upon came anticipates came  those n t like  far  usually aggressively drowsy conservatives listen coltrane wishing listfully genius arrived scene disturb sanguine haze american music late s  a love supreme created new musical idiom depth human sentiment could commiunicated  a towering accomplishment 
3,after reading context coltrane s autobiography  i thought i would either hate love  when i listened i surprised find i liked  it s good example avant garde jazz sounds good  s far s hard listen  influences earlier types jazz combined classical sensibility  a spiritual feeling sense 
3,the sound quality performance extra tracks n t add anything original recording 
3,i tried tried listen release  i appreciate lot jazz artists  especially trumpeters  s something sax s tone puts sleep  and trane puts every time  not s peaceful dreamy  because i find coltrane boring   okay i ve said  i m guilty heinous lack cool  committed hearsay  blasphemy even  that said  ornett coleman is inspirational  trane  keep rolling right outta   would n t bother bit  no offence intended  s opinion 
3,not coltrane s best  a meandering search something  there n t much particularly lovely music  sort match  my favorite things   while record toys pop banality     supreme  plays opposite edge groud  spirituality mysticism 
3,i d never taken primrose oil  since i certain conditions potentially benefit use  i decided give shot  i m able tell anything help control inflammation  it make feel slightly relaxed  i extra magnesium  b  omega  oil along  i say i ll probably order i m done 
5,came promised  great shape  fair price  delightful sketches state s past  what else ask 
3,i bought unit replacement earlier kenwood changer years old couple echelon dash dvd  the earlier unit prone skipping  especially burned cd s reason  in respect  new unit better  i four weeks skip the negatives  new changer seems load discs slower old unit sound quality seem good  i thought newer unit might updated laser better sampling rate  actually sounds thinner less presence old kenwood changer  i used changer five years still works fine  i suppose i would recommend changer i somewhat disappointed sound quality  it way compares sound quality playback echelon 
2,when i first heard upcoming lassie release i got hopes  i hoped beginning proper season sets classic lassie series  of course  like lassie fans  i ve learned hope best expect worst  there s many details listing yet  cast list appears movie  so  instead i hoping  lassie fans get release recent movie  already available dvd  asin  b000icl3me   impostor playing lassie  please classic media  start releasing full season sets classic series complete uncut episodes chronological order   
4,a nice collection editorials essays written meek year period college editorials current opinions potential presidential candidates  his humor biting depth knowledge impressive  you may agree will think 
2,fits ok stretches easily  snap   no cut outs buttons middle phone  palm treop  ca n t see power  green  five way  menu buttons  you either remember  use fine blade cut holes  matte black  will offer protection scratches  it fit qwerty keyboard nicely  obstruction keys  also obstruction camera lens  ca n t open card slot cut small  ok  keep looking fits correctly 
2,received case well packaged fast shipping  the case form fits phone fine  snap well together  the first time i tried top tabs broke  so temporary purposes i get new case i used dab gorilla glue hold upper two halves together  obviously i reset phone case  only  bucks  i would put money towards soft silicone case 
4,i enjoying use  the issue manufacturing  the opening allows moving vibrate off on control align control  it difficult move control  i modified case making small cut 
4,i would wanted know buying silicon hard soft i thought  however good protector phone 
3,this  song e p  ok  great  i listen sometimes  low rapping heavy bass hard hear  i picked  listen every  i need change  this best pick fan 
2,hard hear music always drowns needs get better producer brother aint doin good job boomin words hell much better this aight tho
4,es buen libro pesar tener años  gran utilidad  pude aprender muchas cosas musica hacia tiempo quería aprender  recomiendo libro
2,in sequel original stratos  anime  four heroines finally able breather constant bombardment earth alien space seeds  uh  let correct  rest given comet blaster orbiting satellites hit piece space debris  there s way saved s big burn atmosphere must destroyed hits earth  as two comet blasters desperate mission rescue space stations crew  shizuha  ayamo  mikaze  karin set vaporize it the two episodes dvd really n t much  they extend story original series bring anything new show  instead meteors  space station  it little funny i think stratos  pretty much played  unless different direction get away whole meteor blasting business  this kinda like skimpy dessert main course 
4,if  simple  used album s title means less   less evan s magnet  this guy  norway s music gems  quite simply musical genius  evan s voice angelic  quite polished  deeply soothing  what ll find simple life  like magnet s albums  brilliant mixing indie folk  beats  rasta jams  horns strings  it works  hook  magnet mix  like  perfectly simple life just like ve love expect time  get album pronto  like others  n t disappointed 
4,this product really called cream perfume this hand cream lovely scent scent strong  much stronger perlier peony scent products i ve used if amazon offered  stars rating stars i would given   rather   the  cream  n t anything special providing softness moisture much less expensive national brand products reality probably little less what re buying product scent  softening 
5,i like scent longer made particular configuration   i happy find reasonably priced 
5,i love music celtic woman  i purchased christmas cd  i purchased celtic woman cd  the beautiful music 
3,i ordered cd yule  hoping would songs would appeal season spiritual path   pagan  this cd would fit others  liked mostly familar songs time year donna swindells
3,all standard christmas fare  i ve heard maire better voice  arrangements slightly lacking i like  s classic rich
5,wonderful  wonderful  i love  i m listening even before christmas season  s ethreal heavenly 
4,this album i expected moya  based four moya albums i  i expected something little irish celtic ambience  the inclusion ukranian song  carol bells  rather annoying  irish  christmas  though song pretty good right  for  straightforward christmas album irish celtic tint  quite good 
4,the product works great driver side jeep wrangler yj  since prong angled  i mount upside passenger side clearance issues  overall  gets job done
3,i would read  alchemy  mysticism  first alexander roob says  pages takes pages reading say book  i exposed peter writings journal parabola  i impressed thought i would give try  he informative writer book comes across like someone conversion experience makes point  his latest book shorter ties east informative  in section sex spiral energy  good book qi quong microcosmic orbit better job defining mentions aphrodite  when talks hermes dualist process thinker  i think senses thought  the book merits read start 
1,attention teachers expository writing  kingsley well used quintessential example author disrespects readers 
3,the film little puzzling times  i enjoy  great story line talented actors  though i thought melanie griffith little hollow  second viewing must 
5,this film civil rights  ads n t justice  very good film  i enjoyed years ago glad foundit nonlinear 
3,the movie s incredible concept spoiled way wrote melanie griffith s character her little nephew strong young stands evil sheriff risks  his father stands even fight racism life threatening it  major stories going  n t involve ms griffith realistic  her character story annoying  who actually could carry around severed head weeks without caught  this could great movie character story better anyway  i recommend reservations  the plot messy story drags 
4,crazy in alabama engrossing entertaining excellent re creation mid s respect cars  fashions  civil rights movement all actors superbly cast roles  not bad directing mr banderas  you may another artistic venue outlet  yet  there two stories simultaneously told  yes  effective meet road purpose filler  the title double edged meaning  it indicative racial tension madness alabama happening lucille cross country hollywood quest  lay certain ghosts past rest well   
1,this condemnation initial dth stage awesome  this warn people things funimation flat lying dvd boxes  they claim dvd s   re  re   widescreen  instead filling entire tv even black bars top bottom  i black bars four sides screen makes useless watch large tv  i never would ve bought i known store i popped player 
1,bought christmas gift husband  they washed  times already faded  shaggy seams coming apart legs  he wants throw away  weeks 
1,badly sized n t return since i washed trying
4,i bought pair silk sleep pants another pair satin sleep pants  although fine  silk superior comfort worth difference price 
3,yes i like silk pajamas  i m    lbs    waist     pant length i went w xl thinking d still fine bit loose baggy  they fit great except pant length way long great quality  stitched well  sizing odd  i m sure large would small me i think   review appropriate 
4,great silk pants except my husband wears size large pants everything pants i wish would ordered extra large  little short  looks like s waiting flood  i ordered burgandy blue colors deep rich very nice  they wash nice 
5,my husband recovering bypass surgery could slide forward get chair  bed etc  with silk pajamas could get edge seat stand aid walker  amazon place i could find product  that  weeks ago  he likes well n t wear anything else  they laundered many times still look like new
1,i bought pair maroon little short fine  the problem started coming apart seams  months  will definitely looking different company replacement pair 
2,i got husband christmas  nice material  however tapered ankle short average height  return 
5,i ordered pajama pant  wear well  the size accurate  color true photo 
1,i purchased players discount jungle  would recommend   after first three test cassettes machine would load tapes  back went  the company apologetic sent another shipment right away  i suspicions different player  would load single tape  in  i ve lost month vhs use nearly cost product return shipping charges  mention inconvenience repackaging taking time life return  do kind time money 
1,i purchased sony vcr target  thinking rely sony  well i wrong  it record good quality picture tv  cable   i tried switching tapes  recorded ep sp  always kind disturbance seemingly particular point reel head whatever  it occurred regularly playback  every seconds beginning tape  occurring shorter intervals toward tape  oh  i used new sony tapes  fine older sony vcr   go figure  n t buy 
2,i shopping new vcr since much older ones died  within month    my toshiba rca  made   years old  in shopping math  old vcr repairman kept admonishing stay away sony  good tvs electronics  vcrs forte  said  in  i found right  evidenced reviews guests  my vcr repairman would know  repairs n t returned  so  i m looking panasonic rca  thanks tried warn  i ll get system totally sony  i learn hard way though    still  n t sony make vcr works quietly 
1,yo sony for year thing horrible user friendly menus   makes whole lot noise plays tape sounds like vacuum cleaner plays tapes   im  
2,i another sony vcr  slv n  nice  this kids  s going back  the vcr noisy  distracting  picture fair  i expect sony products 
4,i two sony vcrs   except two short comings better  these two failing occur pause slow modes much video noise  all features work quite well  flash rewind dream  the remote deserves high marks ease use best picture quality ranges good excellent   i d rate best buy 
2,it plays fine rewind fast forward loud motor running  i m going return perhaps another sony panasonic 
2,the oddities monogram semi horror film begin title  the  ghost  question not invisible  really ghost  also  shadow ape appears main title card   do n t ask  i m reviewer   the various plot twists contain supernatural science fiction elements  yet even less plausible monogram horrors  the director  joseph lewis  displays almost none talent showed later films  only presence bela lugosi makes worthwhile  the role  dr kessler  jekyll hyde character  lugosi playing normal  likeable guy screen time  makes unusual roles  also  clarence muse good butler 
1,even bela lugosi could n t save turkey  the plot idiotic  supporting cast dreadful  film incredibly boring  definitely classic 
2,what pathetic  degrading waste talent part actor bela lugosi  cast ludicrously comes close equaling bottom of the barrel schlock bride of the monster  and yet   yet     love lugosi s mellifluous  hungarian accented intonations  i   back ignore   enjoy   film s imbecilic dialogue  implausible plot  stilted acting  utterly hilarious direction  allow carried away erstwhile treasured voice gave bela lugosi fame stature rightfully deserved backs memorable films the raven  the black cat  the invisible ray  son of frankenstein  course  dracula 
3,this fast moving psychological thriller  story screenplay helen al martin  produced sam katzman  recognize style lack of mr  kessler  bela lugosi  missing wife  betty compson  n t know assumes return day  his daughter virginia  polly ann young  tries keep invisible mrs kessler prying eyes boyfriend ralph  john mcguire   meantime mysterious ghost house dispatching person arbitrary times seemingly arbitrary reasons  what mean  there may story straightforward murder movie  what maid hiding  what jules  ernie adams  hiding  will ghostly found get strung  the film short black white  one advantage short get right point  it makes great filler seen  seen it glen glenda  bela lugosi
1,the system required check rating box i gave  probably two many  i tried owned two devices  the concept good  line product  as someone else noted bands strong enough withstand even attempt put finger thru finger holes  i even continued try use first hole tore loose continued failure bands  at price even used squeeze ball expensive 
4,books give excellant felling hardship time  also give us deeper respect older family members went ordeal
3,companion volume exhibition brooklyn museum art celebrated varied responses artists designers turbulent era everything abstract expressionism cadillac tail fins biomorphic furniture isamu noguchi 
3,this book research summary guide helping child  it interesting enlightening subject research done kids social interaction  limited material help child vague convincing  it left feeling  yes  i recognized daughter socially unsuccessful child  i n t know  if excellent how to guide  try  good friends hard find  fred frankel 
2,i seriously question validity stories real victorian writing  as another reviewer mentioned  background bibliographic references whatsoever  i would least expect approximate dates publishers original texts my guess written familiar victorian erotica  time ended  one clue story describes woman  lesbian   word n t popular use well victorian  sexologists began using  really doubtful writer common porn would aware recently published scientific writing on hand  stories entertaining ridiculous little pieces erotica 
2,this product i got yesterday n t features connected mitsubishi  it seemed work ok i actually tried record something would lose connection  will probably return i n t get stable weekend 
4,this product fits perfectly wrists  it s light time adds little variety workout  if beginner like  i highly recommend product 
2,i     weighlbs tiny hands wrists  these weights tiny  barely stretch  i hardly even get wrists  plus  lb weight nearly enough 
1,discription says pound wrist weights  product received pound wrist weights  a deceptive rip off 
1,i recently purchased wrist weights  thinking i d able use ankle weights  i could n t get foot  completely understandable fact wrist weights  this would fine fact weights n t even fit hands  i quite skinny  pretty small  even i tried best get wrist  i cutting circulation i n t know kind fluke  definitely small  i n t use i sending back 
3,for ex  never used  thought expensive paperweights  they  pass 
5,these super soft  like silky terry cloth  these bit small side medium large framed woman s wrist  however  perfect child s wrist even ankle  these used child s therapy  fit perfectly  yr old s wrists ankles  very comfortable 
3,its seemed like would good product  the material felt nice  it impossible put wrist
1,the day i received tore open little beads grannules inside started  mention i   inch wrist small hands difficult slip hands onto wrists  i dont see anyone larger hands wrists could wear  my advice dont waste money tear worth shipping send back  
3,these work great really small  i really small hands wrists difficult get  i thinking wrap around velcro kind i ordered 
2,i really excited adding cardio workout  add bit weight without feeling much  that idea anyway  the issue n t fit well  way adjust  i m   tall woman proportions go height  i m dainty  these tight wrists start  i wore times thinking use material would stretch bit  material came apart seams sand inside started spill  even n t that tight  i would n t thought would fall apart  even fit i imagine would n t last long for smaller people work fine  people robust  including  simply n t work well  i wish adjustable kind came lighter weights 
2,as soon i opened package i knew something n t right sand inside  i put later day sand arm  i finally found hole weights  not happy say least 
2,ca n t say good product really got way i typing computer work  my doctor suggested tremors uncomfortable  you may like using  not negative review personal choice review 
3,on picture  wrist weights look like sleek modern design  instead get fabric feels rough like sack cloth instead smooth texture lycra i expecting  in words look feel like bean bags attached wrists  i guess get pay  plus  work  s matters 
1,i actually disappointed thing  second time i wore  little rocks coming sown together  and annoying thousand little rocks shoe walking around 
3,one weights started leaking sand seem uses  i used little duct tape patch held many months  but still  really   
2,it hurts wrist slip  it would much better velco strip something could wrap around wrist instead force 
5,i small  tiny wrists weights fit fine great enhancement daily workout  in fact i wear almost everyday day long except i sleeping 
4,the product well made small easily get hands place wrists   once comfortable but lite needs   made small people i think i look bigger set  
3,i m average height woman  medium boned  slightly overweight obese  i could get wrists  took effort  i took  minutes  they right weight i use  i think would better way make open  velcro  snaps  elastic would made worth   stars  as  n t work well adults  especially larger adults 
4,i agree reviews thin wrists fit be comfortable  i m quite petite hard time slipping wrist weights 
1,i used weights  well  almost made it one wrist weights came apart seam sand leaked carpet 
2,the wrist weight size may used tiny thin adult lbs child  i could get hand wrist  the advertising say size hand needs use 
3,great accompany advanced weight regiments  however  depending wrist size  might overstretching put causing seems unravel contents bit 
2,so purchased weights days ago appeared comfortable  but days  cloth started expand sand started seep  this product good first days purchase 
3,not bad price  adjustments  i large hands wrist  fit little tight little hard get  but trick 
2,let start saying nothing  wrong  weights  the quality great  material soft  however  people say small   mean  i petite size  barely fit  i actually got therapy use one year old s ankles one pounders i could find  they fit chuncky little perfectly 
3,these say  pound wrist weights read information better  wrist weights  pound  i n t know advertised like  other valeo products pairs  like lb hand weights  advertised pounds get two pounds hand weights  uh why  they fit hands wrist fine 
2,i got book free gift attending crm conference  some author s points valid  book probably written lot material became obvious   one days  i m going find book says  people issues n t matter company s managers n t customer focus firm doesnt necessary it infrastructure place   ca n t wait   i worked lucents would swear coined phrase  people process technology   anyway  s worn pretty thin  the tone book bit pedantic stiff i found bit hard get  i like paul greenberg s jill dyche s crm books much better  though  would recommend  along new book called  why they do n t buy  max mckeown definitely go to book crm automation 
2,bright light break second drop flashlight  i would expect much durable product price  pony led replacement time retrofit  that way go surefire lights 
5,i bought pillow i nervous would n t lovely picture  i m buying without touching i pleasantly surprise  it absolutely lovely i m happy i made purchase 
4,this order arrived timely exactly advertised   i need dedicate time going program 
5,this cd contains every track hear video game  if liked game  ll love cd  hear like playing game  a must have for zelda fans 
4,i loved every single music game  i disappointed find short tracks  most play loop track  making songs short  for example  fire temple track seconds long   i wish made like  cds extended tracks least  minutes each but s thing i n t like   great  if liked oot music  must buy 
5,this great cd  it includes wonderful music award winning n6 game  the legend zelda  ocarina time there tracks cd  last seconds long   last minutes long  my favorite  end credits   this song played beating game truly beautiful   i love  
5,first  music zelda ocarina time matches setting  example  listen water temple music  people get image watery icy place  game s songs impressed many people sure  game already great self  music takes next level 
5,i loved compositions game i think nobuo uematsu great composer  fitting perfect music perfect environments however  i could abide repetative synthesised instruments accompanied music occasions  i recently bought original ff  thinking perhaps implemented real instruments but luck then i saw  absolutely amazing   a single pianist plays greatest ff tracks  clever re arrangements  listen  fully imersed final fantasy atmosphere  my highlight must card game theme  shuffle boogie   excellent bar blues  anyway  yes  buy  also get japanese packaging   always good  bizarre reason little plastic see though sheath real case goes   lovely 
4,just like final fantasy music collections  cd  must have   although s best uematsu   since theme final fantasy viii  love   cd gives sense sweet  loving relaxing  the first track  blue fields  followed super hit   eyes   track newly rearranged  but still good   the rest cd gives sensation  i find cd good relaxing day bed time everytime i listen  i like  as i said  like final fantasy series uematsu s work  like cd 
2,i travel extensively fan frommer s guides i generally find nice assortment options varying price ranges  the volume south africa however  great disappointment  if frommer s believed  pay  decent room  fortunately i often traveled south africa  enjoyed reasonably priced accomodations  knew prices nonsense  i stayed cape town  johannesburg  durban top destinations season less half much  the guide overlooked destinations bit beaten path proved little use i n t bother pack home  i strongly suggest eyewitness guide instead surf web tons great information south african tourism board 
5,my family i took five books south africa us  book used relied  it proved accurate experienced  book easiest use layout organization 
4,although i yet visit south africa  i n t verify accuracy  seems give nice write major tourist areas  like guides cover every topic might interest particular reader 
5,this book  frommer series  good help plan trip  the recommendations often find tripadvisor increase confidence level  book get really detailed information contact numbers websites  they maps area interest point marked  great planning tool  really figure better order schedule visits  yes  boks photos  definitely s good planner  information  those pretty dk books nice look useless plan  i would like see update frequently reality information really change often  book great 
1,we fans frommer s guide books previous trips choose book amazon com without reviewing old fashioned way  browsing pages sections  too late discovered book barely mentioned destination points  pretoria  tshwane   private game reserve bordering kruger national park  we missed where dine  suggestions places interest in near pretoria  particularly helpful past in addition  found least map reference sent reader page corresponding text map cross reference  we ended leaving book home 
1,this guidebook waste money  info scattered address areas i visiting
5,i preparing trip south africa may join daughter studying abroad cape town  i anticipate information packed pages book helpful making contacts hotels  adventure planners  restaurants  with help chapter victoria falls  anticipate successful trip zimbabwe well 
3,school escape cat among pigeons mystery involving tiny tin pot country  revolution  jewellery poirot gets involved investigation toffy girl s school  n t really expect get involved international intrigue  n t long work something odd going 
4, s another agatha christie s classics   title provides clue novel s mostly   page turner keep readers entertained  
4,this christie s best later works shows still weave intricate plots characters together effective ease  great atmosphere story  poirot popping almost toward  you ll never see final threads coming  perhaps entertaining book s 
4,the plot simple  characters memorable  clues  motives  suspects pure christie wonderful mystery takes place english boarding school girls a young prince middle east kingdom killed flying accident leaves behind valuable collection jewels smuggled england friend bob rawlinson  it believed jewels turn meadowbank school since prince s sister sister niece bob rawlinson students  not surprisingly  murder murder takes place prestigious school  everyone headmistress teachers students parents suspects poirot s clever little grey cells solve mystery 
2,an interesting story  author tried much pages  too many characters many voices resulted somewhat awkward full flat  one note caricatures  at first  i found somewhat misogynistic  first hundred pages lacked single female character n t monster  nutjob  complete waste oxygen  i read  i realized male characters n t better   being un christian  especially un catholic  i n t  get  lot horror aspects book  either  ho hum  succubus killing someone else  next  this author s first novel  though  maybe next attempt better  not horrible book  compelling enough finish plane 
3,michael marono superb writer  his style beautiful  his descriptive prose original nothing deviate story  fact  enhances  my problem book simply many characters  it got real annoying trying remember names storylines  plus  i hated author would begin new segment three four paragraphs descriptive writing without informing reader heck talking  dawn song good solid story comes across convoluted times 
5,as fan horror genre i often forced book well known author although major affect scaring wits  rarely gets deep personal life  mr marano succeeded others failed  from moment i picked book  i could n t put i finished story the story two princes hell trying world gripping frightening  left wanting author  his style prose amazing of course real good stuff emotional roller coaster get privilege almost page  this book takes everywhere  sorrow hopeful  taking little pitstops emotion along way with characters i could really feel  struggle earth beautiful mix great insight moments pure suspense pick  s great read 
2,interesting concept  interesting characters  much  the language gets heavy handed  many similes metaphors  melodrama  boy  at times book like reading worst sections anne rice s violin   yeah  yeah  yeah  i got already  move 
2,i enjoyed storyline charactor development  it good read    spoilt cumbersome presentation arty  expression  i looking story theme promised got lost litteray world  why n t writers present ideas thoughts simply  complexity equate quality   i deplore trend many horror novel nowadays statutary gay component  what s wrong bit plain old spine chilling touch straight side  when i finished story i desperately looking another author  compare  the stake   crota  fun reads 
2,well written probably would enjoyed plot able follow  lost interest lost book   sweat back  nothing special would probably better going library 
1,mr marano s story wanders   wanders   wanders  his characters n t interact  development pointless  this book fully pages long  how long demons hell stir existence still keep attention  not pages  there good moments  succubus inhabiting mouse  far  the premise novel promising  i excited read  and i let completely  mr marano  please  next time good idea story  please write story  epic adventure style 
5,this great buy  it seems s shrunk lines forehead nicer size  it s great moisturizer anything  i ve used lips  nose  eyes  nothing irritant emu oil competitors prices much higher reason  you n t disappointed 
1,i tried product  noticed absolutely difference appearance skin  wrinkles anything else  saying
3,i using product weeks sure long going see results wrinkles fade  make skin soft lips soft good hands well i apply rub hands  i really see results wrinkles know works says  good moisturizer 
5,could asked smoother transaction  timely delivery intact product  thank 
1,i n t think product say makes expensive bottle oil  the program would let submit wtih stars  i would give product based claims products usage 
5,love oil mixed products  if use glycolic washes treatment  may consider using afterwards  the bottle dropper works fine easy control much use  the product last long time making real bargain good product  for  offensive smell i put light cream  add marie veronique sunscreen  use powder foundation  just let oil dry little prior using foundation i buy 
4,not greasy feel like i see difference already less month  will buy 
5,slinky malinki  star story  creeps house night look cats neighbourhood play  but happens scarface claw appears  a cute book  written form poetry  children learn rhyming words various characteristics cats lovely illustrations  adults would love book much children 
5,not fun second album  accessible first   probably best whole album sdre  some great songs    two promises     million  title track  guitar video games  stand sdre s best does require couple listens get truly  rewarding 
4,i m actually giving   stars  i huge sdre fan  i cd s contains favorite sdre songs ones i like least  pillars  every shining time  what it feels like to be something on amazing  they beautiful complex alone worth    however  roses water prophet standards i set sdre  otherwise  amazing cd best indie alternative rock bands s  i definately recommend buying  diary   excellent debut cd  n t already 
4,i like album lot  there s lot power swirling guitars  melodies knock flat  enigk s soaring tenor tremendous  every shining time arrive classic     title contains dirty word  beautiful jarring transitions i ve heard years  great cd on another note  i think s funny previous reviewer  heidikakis ny  lifted almost    review pitchforkmedia com   why would someone  i m sure folk pitchforkmedia com n t pleased 
2,when i bought album  i felt like crying  my favorite band  sunny day real estate  reformed i thrilled  then i actually heard cd  slap  sunny day sounds nothing like  diary    lp   anymore  they rather watered down alternative rock   every shining time you arrive  definetely great song  s song cd would make buy  let s   sunny day dead  first two cds makes legendary 
2,this album plainly dissapointment  half album brilliant half  well put e p  half songs  sure pillars  every shining time  how feels  brilliant  but ruined million  two promises  roses water  i expected best album  hearing jeremy s solo album  must buy  turns studio  means much emotion  sure jeremy screaming  nothing scream  maybe nate important ll admit  the emo slightly emo  not alt rock  do n t start  buy diary  hear promising bands time used sound like  maybe n t gotten back together 
2,a huge sdre fan  tell truth new cd n t good  old stuff way better  sdre lost style emotion  this cd n t worth buying 
1,this album huge disappointment  buy diary  the songs this feels    make think sunny day lost good  cant t remember hearing bad album good band  try listening  mogwai  like sunny day 
5,i n t believe s years since i first heard cd  funny thing i listened   years i actually listened lyrics too another kod reviewer amazon problem gay themed lyrics  if n t get  frankly n t deserve hear  the guitar effects put trance  songs flow together seamlessly  one reasons kod n t mainstream success songs heavy duty songs love  gutwrentching  glorious one top cd s changed life just buy 
5,this all time favorite bands  this album rather heavy synthesizer sounds compared others  actually quality attribute ear  pull flying colors  highly recommended anyone likes metal powerful vocals   edguy  excalion  iron maiden  etc 
5,i read husband buy college course actually really good play read   the part i hate reading plays keeping says straight 
4,this first play i ve read anton chekhov i interested russian culture  good play read fall russian aristocracy  however  i n t think characters fully developed could  nonetheless  i truly enjoyed reading play hopefully day i watch stage 
2,the packaging allowed something stab thepaper book ruin bottom two pages  i repaired tape  itcould used anyone  i keep however 
1,although chekov s play accurately reflects decline aristocratic powerth century russia  unfulfilling  mdm  ranevskaya s orchard bought feet  friend  whose hunger profit motivated friendship  so transformative moment  mdm  ranevskaya loses cherished possession   her friend  lopahin  feins innocense  mdm  ranevskaya runs paris  we never find  it s sort like biting pretty good apple fall ground 
3,the item great condition  however  package got lost mail shipped another copy  i received  i grateful  i really needed book early wait almost month receive copy 
1,reading book  though short  incredibly large waste time  it confusing  badly written pointless  reading book plot hidden choppy sentences weird russian words contributed dislike book  take advice  going read book dont read bed definatly fall asleep 
1,  the cherry orchard  atrocious play  if hold play high regard  dramatist s need reevaluate standards  chekhov wrote play make inch character s situation    for think comedy makes wonder understood point trying make  the characters pathetic ll make pity  predicaments   i recommend 
1,this book lost credibility i read authors  attack fundamentalism  i former fundamentalist  i might expected apostate s bias fundamentalism  authors inaccurate almost comically biased  the authors claim fundamentalists  belief truth bible  borders idolatry   fundamentalists  often parasitic  define belief scriptures truth  opposition  approaches   instead examining mainstream christian fundamentalist beliefs  authors simply define fundamentists  totally closed world view   damn fundamentalists guilt supposed association ayatollah khomeini  david koresh taliban lastly  title misleading  especially sold secular stores   the title would accurately  _a liberal christian response philosophy  instead current title 
2,a whole bunch commercials couple articles even less pictures worth looking 
3,i tad disapointed  price honest  i ordered cd christmas gift someone delivered promptly  received  days estimated time    great condition  pleased  however  cd  think bit expensive  i expecting set something price paid   shipping charges  product  when delivered opened box  little cd there    the music good fault reading desription better  if  way i would spend much cd 
1,what single worst cd ever made how someone thought good idea hank sr  s low fi mono recordings  peel voice put modern  digital stereo surrounding beyond me imagine hank jr singing line  great guitar solo  hank iii taking vocal turn  guitar solo  hank sr coming vocals seem lp found lying gravel somewhere flea market it beyond bad  not good idea  nothing like  there s tear my beer   
2,i picked back seeing hank iii first time  perhaps hank jr fans worth time hank sr  hank iii fan disappointing  i m aware family lineage i n t need hear blend voices appreciate songwriting talent hank williams i talk hank iii recording sounded like dad s idea  out dozens recordings three artists  least favorite 
5,excellent    the way compiled  great voices together miracle    the sound simply  awesome   one hank sing part  another hank sing another part   these re mixed upbeat rock versions hank william s classics  this cd contains classic  men broken hearts   everyone hear song  this simply poetic masterpiece   hank s version  awesome   this  required  listening hank fan    i ve seen hank jr perform live great  thanks may god bless   
2,i love legos  little disappointing  the roof tiles wider  normal  lego tiles kits  n t combine sets  the reason i got set create bigger houses  i still n t since tiles n t match tiles  not sure  as windows doors  great 
5,my daughter sadie i love book  the author real knack writing voice young girl  this girl  jane  smart funny spunky  it s great story 
4,this well written book  truly true believer christ one interested coming lord last days 
