labels,texts
0,i m giving product star  s bad  s absolutely reason buy version  the x press edition chesnutt s  marrow tradition   curiously shortened tradition  abridged version explanation reason editing choice passages removed  in fact i idea segments  paragraphs phrases  edited happened read passage class disappeared text the editing n t make unreadable  majority story  plenty editions print available price  s reason buy one does reflect quality novel  great piece classic american literature 
0,it s said short story difficult genre master novel  clearly s case jeffrey deaver  his novels  literary masterpieces means  least hold reader s attention reasonably intelligent interesting plots  this collection short stories  contrast  thoroughly predictable  places laughably bad   story set shakespearean england written ridiculous  ill informed version period language   mostly downright boring  the stories caliber d find cheap mystery horror magazine anthology filled efforts unknown writers  unless re stuck airplane nothing else read  skip 
0,i n t believe writer wrote story others n t written everybody says good book good writer all stories predictable alike  read together third know rest reading beginning  read stories books  two time  may enjoy book  maybe already read read book 
1,twisted puts mind jeffrey deaver reader  he s got stories tell  ones shock people  read end one best stories triangle  classic three person love story male plots get rid loves woman  another great bit  lesser included offenses   documents prosecuter s battle n t afford prison term  afford bribe threaten witnesses  finally  rhymes  sachs story  tells christmas present  given team woman fears mother abducted  turns  mom fine along  but evidence might pointed innocent explanation  mother learned truth  going victim violent crime so called boyfriend 
1,i liked  i read twice  gave friend read  it surprising endings  i liked best i n t read lots details get 
0,i big fan jeffrey deaver  i think clever original work  deserves readership garnered last years yet collection little  i tried like stories times ok  i found trying guess sting really relating story  the stories enough get involved happening this ultra serious deaver fan  others would better look lincoln rhyme series brilliant 
1,good value  sixteen short stories instead  might stretched become full length novels authors  they re great tales  collectively make compulsive case add basket   apparently criticised olde english  all world stage   includes shakespeare characters  i thought authentic given american hand wrote  there s mini lincoln rhyme story  several tales baddies get away  a good way introduce jeffrey deaver  re fan already 
1,if ve read books jeffrey deaver  i ve read   know strange  ok  weird  mind author  this book collection short stories includes original story favorite character  lincoln rhyme each story  course  carefully crafted twist turn fate  how get devious pages story  characters include exec  william shakespeare  beautiful woman  boy assorted personalities  settings include olde england  new york city  new england countryside eastern shore  you never know good guy win  bad guy  sneaky outcome author might conjured  you re quickly engrossed story begins  never know s evil s nuts  and sure read mr d s introduction  it s fun  quick  must read 
1,this good book    i reluctant read book attempting read the bodies left behind  i wrong book  i thought going another boring  overly detailed book jeffery deaver  but wow  book wonderfully written  all stories make think  wow  got  i dont think story thsi book figured twist  you may think story figured  fooled  i love element surprise stories  when finished  back awe thinking   wow   never saw coming   i recommend book reader loves surprises  irony  twisted stories 
0,my visioneeer scanner broke  months use   visioneer n t standing warrenty claims 
0,i bought scanner simplicity ease use  but less year  scanner became practically useless  scans would much disk space  copies crappy software confusing configure use  also  visioneer software loads memory boot slows system performance  it would operate properly certain windows operating systems worst  visioneer would provide new driver  also  though visioneer makes decent scanner  despite flaws  provide support easy inexpensive access  you email  number long distance number must call significant wait time expense 
0,this easiest scanners i ever used  the quality great i extremely pleased purchase  then  less  months use  believe  i n t use often   broke  it prints squiggly lines anything i attempt scan  i n t believe broke warranty longer good 
1,love product  spray conditioner ever bought actually works   highly recommend damaged hair 
1,i use product keratin treatment wearing  i spray wet hair styling leaves hair straight  it works well
0,i love product however i purchase store  i gave low rating first time due fact i received product leaking sprayer top broken  i transplant left product another spray bottle i could use left bottle  i contacted store asked i would review would replace order  i still received replacement product  this christmas  would order unless get half pay 
0,i purchased product great product company i bought still sent  i emailed still response  i bought beginning sept i still received
1,this product absolutely awesome  me daughter use daily basis  this product works hair types considering live hot  months year leaves hair soft healthy looking even humidity  i highly recommend product everyone hair types
1,product smells great  leave hair feeling heavy greasy  bought i recently hair chemically straightened keep shiny possible 
0,it nothing  i bleached hair looking something  intense  n t  it really n t help smoothing detangling  i would n t buy  i much prefer it s  
1,i reordering product  i used get salon anymore  it ships quickly i n t issues  the thing i wish packaging little secure spilling 
1,jimmie s chicken shack really does give something back  they play great live  lot fun  this cd rally rocks  give listen 
1,giving something back awesome cd  you really start make personal connection band record  they n t powerful live back  s still great cd  you really start see personalities shine  like frontman jimi haha s humor  it s cd get song  react   wonderful   vacuum   if like pushing salmanilla envelope  love  all favorites album alive kicking 
0,sure home state  draw bazillions dirty dreadlocked underage pothead   i go college dude  urchins  dirt hippies call em   got signed major label  tunes  somebody give guys clue songwriting  it certainly n t running around saying dirty words shirt  trying fifth rate chili peppers jane s addiction  yucko   well ancient history   i given disc free shows  hard enough  promptly sold used cd store painful listen  people must get impression garbage state maryland offer musically  thriving roots music alternative country  garage rock  power pop scene guys fowl records disciples part  they inspired insipid cult imitaters  think going get signed  need ignored 
1,cord works fine  n t fit desired location connector straight instead deree shown photo 
1,it s everything i b movie  nothing intelligent  cool costumes  cheesy lines dodgey looking monsters  although s perfect role  i think s shame christopher lambert s career 
1,put brain pause  let chrisphe lambert s best film since first highlander  entertain  its strange mix old new  actions scenes comic book execution  the bad points film rhona mitra s incredible lack acting skills  original lara croft model  game fans  cartoon like cgi monster   those points aside  like movies big swords  top martial arts  big monsters pumping dance heavy metal soundtrack  anthrax rob halford two acts included  might film     
0,and worst techno music  way fit setting film 
0,i agree reviewer said   read book   or better yet  see thirteenth warrior  another fanciful rendition myth yeah  s b movie  it even glimmers interesting character development plot line  but s also as reviewer recognized  pseudo video game  imitation imitation life  it s hostile  cretin  pubescent violence fantasy  festering cracked mirror  beowulf  original  saved people monsters nobly sacrificed  in moronic film  sociopathic  swiss army knife  wants us feel sorry  beowulf  film  gratuitous violence run amok  who real monster film  who really cares main character gets  everybody  mostly everybody  died film  they despicable 
0,this pretty bad movie  it minutes seemed like forever  the sets pretty good action scenes well  that good  the special effects bad   laughingly  there character development actors n t even bother act  king   there n t much plot  except near  you spend whole movie wondering actual story begin  it canabalizes beowulf legend point thing common monster killing everyone  and claim  technofuture  really medieval setting props forced  like loudspeaker stone castle   you d much better watching theth warrior 
0,i likedth warrior  least tried recreate world actually existed  reality based novel michael crichton called eaters dead  beowulf  making film version beowulf time existed would possible  help poem  it s images lands places sparse  the original poet liked describe insides rooms  gold  gifts  weapons  battles skirmishes  setting sparse  filmmaker must supply image setting  i agree however  setting film needed  suffered result  f x n t make poor writing  nothing  exactly n t see film  i disappointed chris lambert would condescend play empty role film like small child anemia  s much hope 
0,i m sitting reading reviews wondering anyone even read description back box movie  over people commenting technology present movie  well  certain people takent time read synopsis back cover  would find moves takes place futuristic setting  there remanants technology left  left behind  muted past   i n t find movie masterpiece  enjoyable least night s rental  christopher lambert wooden throughout best job mad max  pull  the character kyra tough really believable person movie  what i like movie setting  costumes  weapons  overall bleak post apocolyptic vision future 
0,ok  start piece junk  christopher lambert sleep walks scenes actors queue  the soundtrack pure heavy metal real link scenes  the set minimalist say least  pipes natural gas flames make set  writing atrocious  directing even worse possible this movie reason hollywood allowed touch classic written story  read classic anglo saxon story  n t get movie  avoid cost 
0,there s two ways watch movie    film rendition great epic poem name    cheesy action flick once settle watching movie     ll ok  if expect beowulf   ws god cyning      ll severely disappointed  movie seems borrow key ideas poem  goes s there it took minutes stop looking parallels movie poem  i stopped  i finally able settle watching movie i would n t buy movie  i rented     kept busy couple hours 
0,this version beowulf perfect enjoy sci fi movies  however  searching classroom supplement epic poem  selection
0,what pity  for  kind historical theme based middle ages picked film industry result  mixture mad max  alienth warrior plus techno music technical equipment quite fit time  i wonder producers put things together  anyhow  looking action type movie without hoping see mythical themes covered may enjoy  but  thank god lasts minutes  christoph lambert bad reviewers write lightyears away performance highlander in conclusion  lost opportunity show something interesting  never even consider buying  
0,i m convinced worst movie ever made  i rented sounded like might remotely interesting n t even  the story godawful  acting worse effects comical  so instead purchasing film  favor  take money going spend tape  buy torch metal hanger  heat hanger torch beat senseless  it would infinately enjoyable watching movie 
0,i saw movie patricia velazquez  lets put way small scene beging really scene worth watching  i think christopher lambart first class actor story wonderful sets music  the audience almost help make story seems like movie either future past hard say  movie basedth century poem way people dress way live seems past little thing zippers  lighters   i n t understand either person movie english accent n t  in found movie hard understand watch couple times read allot internet undertstand 
0,unbelievably stupid inane  chris lambert acting ability limp dish rag  if n t seen pseudo martial arts film spends time actors sommersault backwards soundtrack filled whoosh  whoosh  whoosh  whoosh   film  and fact film based considered first english language literary classic sacrilegious  everyone associated film subjected huge single edged razor blade used separate people shown beginning film  this goes books biggest bombs time  and chris lambert positively laughable actor  bar acting   trash film  better  use prep people not make film 
0,i rented film knowing would nothing beowulf  book  in fact  i rented expecting little  except maybe couple good action scenes rhona mitra cheesecake  there s passable action scene first minutes  rhona mitra appealing low cut leather bodice  n t really anything movie  frankly  neither anyone else  this movie ten minutes excitement jam packed two hours  it s really  funny bad  b movie way  s really interesting level  the biggest laugh get flick  mortal kombat  rip off opening credits  if re looking cheesy b movie watch  re rent old favorite n t waste time 
0,wow  i really n t know made movies bad  while lambert known star clunkers cake  the script pits  soundtrack incessant techno type music seems place  setting terribly unconvincing  actors  extent act  worse anything i ve ever seen avoid film unless connoisseur bad movies  otherwise  ll subtract least  points iq 
0,i ve seen every movie versian beowulf i know yet disapointed  setting  casting  custumes  props  soundtrack  wtf    dialogue story garbage  it seems though every character story differnt accent effort put whatsoever make seen like n t right boardwalks california  do n t bother 
1,if literary nut looking sophisticated adaption ot beowulf epic might little disappointed  however  little open minded enjoy good action flick great  the fantasy like setting extremely well done somehow use modern technology n t seem place  the storyline changed slightly original work make presentably big screen  some things little weird gorgeous women make 
0,having read beowulf high schooler  i wondered anyone could justice epic poem  unfortunately  wait  i evaluating dvd  i wish i could something artist journalistic say order sound like movie critic  i think  movie terrible   lambert s flat  unemotional performance leaves even best fans  i loved highlander  cold  the highlight film fight exchanges  even  feats fall flat  in day matrix jet li  romeo must die  taken fight scenes next level  employing latest greatest computer aided stunt techniques  beowulf takes us back dark ages cinematography  my recommendation  must see  wait television  it truly  b  movie   bad 
0,this movie  short  terrible  the storyline filled holes n t even close following original epic written long ago the actors almost seemed ashamed taking part f movie production  simply christopher lambert wield sword n t make right part warrior great beowulf meant  rhona mitra waste character  as gotz otto  out characters written epic poem two original names used  the rest changed omited unnecessarily the creature came grendel cheap even silly say least  the rest special effects second rate actors the scene grendel s mother drawn sad if see movie absolutely nothing great epic beowulf buy otherwise save money something better 
0,after reading beowulf i curious great epic could translated genres  part makes poem great language  it s chant like use alliteration  caesura compound wording makes beautifully nuanced reading  moreover  story essential parts themes keep reader intrigued  the film adaptation  however  none this i disappointed find besides ignoring  movie created ludicrous plot twists weakly contrived love interest far fetched psychological melodrama  to treat fundamentally christian pagan poem way near sacrilige 
1,a well written book exciting summer author alaska  i enjoyed book much  recommend anyone looking good read 
1,the short  page  booklet fred harvey empire late s  good summation impact hospitality industry  specifically  eating establishments 
1,i knew songs loose winds always liked songs finally got around checkin bands best cds found best american hits started  being curious music fan make sure didnt thing else worth glad i cd i like almost much best of ps i liked network alot  hardest cds  full circle good  mostlynd half cd  the cds n t covered best n t strong whole opinion  exceptional songs 
1,this best albums saga  reminds worlds apart   my favorite songs  house cards  runaway  ashes ashes once lifetime after release pleasure  pain  thought favorite group going hill  released full circle  big surprise since return roots   wow    song dislike  how u dream theater sell saga  example best doesnt always comes first  least  bravo saga   this cd rocks  
0,i indeed saga fan  album poor  i could find  songs i liked   that s like    we ll meet    the rest songs simply show extremely poor composition severe lack inovation  progressive rock supposed about there simply substitute  worlds apart    heads tails  far saga goes 
0,how anyone like garbage  i listened song money talks friends agreed poorest written songs ve ever heard  the overuse keyboards sounds like something bad video game  lots rainbows flowers stuff  but vocals   vocals  the guy sounded like getting pleasure discussing way money talks wants  sounds like s looking profession red light district ask  howabout time never get caught   s part game  in fact  lot time  in fact  stop ripping marillion touch rupaul prince never write another album 
1,i first heard saga brother bought  worlds apart  what great  then i bought  heads tails  tape listened i wore tape  i retro mood lately looking sounds recaptured excitement music upon time  i     i snatched  house cards  i found single copy best buy  what great cd  i went back bought copy brother  these guys matured bit musically still know mix synthesizer guitar like else  a great mix hard driving haunting sounds  buy saga fans  i promise love  like complex music  might need give listens brain comprehends good cd  and like first cd i heard  songs seem written 
1,this saga s strongest release since _worlds apart _head tails days  this best work  _hose cards ball park  _hoc builds nicely previous  solid release  _full circle  i recommend i must admit saga s return form bit surprise  albeit pleasant surprise  while contemporaries struggle find magic brought successes  saga indeed recapture magic _hoc all saga fans enjoy _hoc  
1,this best works  i everything done song song album rocks  want get feet wet try saga first time  start 
1,first let say best recent saga cds  it s got something everyone  if enjoy prog  sounding saga  s  and enjoy pop  saga s  very good mix both some say good follow up full circle  i say way better  full circle stand tracks cd  if wondering saga sounds like would like get recent cds get one my favorite tracks money talks  always there only human  but strong cd overall  only song i fond ashes ashes if n t saga music i would recommend newer cds worlds apart best bar none 
0,quotes n t inspirational original n t even seem related teddy bears  also  people i ve never heard  takes something away  the pictures n t generally related quotes  book n t nice  miniature  i hoping  overall  best purchase   that said  cheap 
1,i enjoy armstrong s books generally  i thought would interesting  since i entered convent period  but experiences entirely different  i hope thinks orders like  i guess i must house entirely populated nuns like armstrong s saintly brilliant mother bianca  i stay either  honest enough see  i n t vocation    everything i choice  why would anyone stay place mother walter  and would order put someone like charge  i would interested hearing s rebuttal  having said  i enjoy book  armstrong simply best writers religious subjects  i sorry faith longer 
1,amazing detail internal sturggles  book manages compassionate honest time  especially discussing cruelty suffered superiors  especially mother walter  mother walter particularly chilling figure 
1,karen armstrong wonderful writer gives unvarnished account without grinding ax experience inside cloister upheaval sixties 
1,this book simply written portrays joy difficulty religious sister time young woman entered  since i religious left  i found lot said helpful validating experience 
1,deep honest  though the narrow gate compelling story woman made might seem strange choice age   enter convent  changed life furthured hindered    spiritual journey  anyone longed encounter divine resonate ms armstrong s well written narrative  i enjoyed much side note  i recently came across  sequel   second attempt   the spiral staircase  it excellent  even mature 
0,i enjoyed book s view cloistered life nun pre vatican ii  problems i perceived author s vocation seems resulted personality conflicts clashes anything  i could n t relate effectively plight wondered stayed long  i bewildered declaration n t believe resurrection christ  i m still scratching head since obviously believed virgin birth  requires alot faith well  divinity christ else heck first place    i think going head decided leave convent leads us believe  especially considering recent books like the history god  i think maybe mother superiors book nailed said karen problem intellectual pride 
0,we all go through journies in life  it is sad shehas left the church  and expresses her opinion s in such a one side way  we all have our problems in our catholic faith  read the book  but remember the church is so huge that one opinion ca n t form another s
0,the mystery almost non existent  the answer occurred   book sooner heroine  the characters  however  great fun little better  mystery  could really enjoyable 
1,this book recommended amazon com email  i took chance  i m glad i  excellent read  i fun book  enjoyed cast characters  enjoyed story  i like writer s style  author kept lot characters going book n t lose interest  i liked main character ester  she got involved  helped solve mystery fight good fight  the names characters might throw  names  theatrical   like golly gee  darling delilah   since characters mostly actors performers  forgiven  i usually figure  done  mystery books  however  i thought author excellent job mystery elements book  overall  fun entertaining read  i look forward next book new series 
1,i loved whole series would rated  stars  except sometimes little wordy  i loved humor 
1,light entertaining magical mystery  magician assistants disappearing n y  s illusion  actress ester diamond quickly adjusts amazing realization magic real sets solve mystery behind disappearances big break shot stardom n t final role  ester pulls together unlikely group cohorts solve mystery tries resist hunky detective suspects ester knows going willing share  this fun romp  nothing heavy serious  zany characters  entertaining enough look next series comes 
1,i really enjoyed  cast  book  mainly  crew  super old guy fighter evil help smart agatha christie like heroine  she s kind young woman side  really role model great friend  ends helping strangers  i think good scifi paranormal read age  i amazed organizational skills  decidedly usually reserved male roles  tenacious adherence solving mystery  if like poirot  murder she wrote  x files  love book
1,the show must go  least performer s credo  magician s assistants start disappearing  yes  almost nightly basis  esther diamond skips disappearing act  current production  instead goes work plus year old sorcerer  max zadok  try find making women disappear  as incidences pile  esther zadok acquire quite team helpers  including crew transvestites  cowboy socialite magician  while make varied interesting cast  far many toss off lines much repetitive dialogue  for read janet evanovich s stephanie plum novels   disappearing nightly  definitely pale copy  if fantasy  go ahead read book  add evanovich truly hilarious mystery stories 
0,i would assume whoever packages items  looks  round pan  dented pan  the box damaged  airpacks around pan  pan serious dent  minor dent  watch buy
1,i ve pan several months  i m still happy non stick surface cooking well easy cleaning 
1,i ve set scanpan pots pans years  they re durable  non stick aspect left lot desired  expensive  in fact  cooked food does stick  i ve decided replace i time  i started small    frying pan  it s excellent  nice heavy weight  yet overly heavy   stick surface durable incredibly easy clean  eggs  omelettes cheese  easily cleaned  this amazon price great value given quality pan  i ll adding analon advanced cookware items wish list  sure 
1,i bought wife late christmas present waited nearly  months writing review  after months regular use  looks good new  the skillet held well  much better  t foul  skillet disposed upon buying item 
1,i got stainless steel set bought omelets pancakes i ended using everything  nothing sticks  no need oil butter  it super easy clean get stains compared stainless steel set  it feels well built  bit heavy side like iron skillet  i highly recommend 
1,my caphalon pans nice getting worn  i bought smallest analon pan test product purchasing  i think nicer caphalon  certainly heavier surface super non stick  this second purchase i slowly replacing old ones analon 
1,great construction  great coating  my wife said perfect fried egg pan  said yet burn something 
1,we use pan every day eggs small cooking chores  build quality fantastic  s nice heavy n t wobble stove  non stick still non stick eight months daily use  i would definitely purchase 
1,october update   pan  we using   version item since fed still going strong  the non stick surface still works well nearly foods slick  newer pan  considereing replacing since   yeras hard use great deal book we using larger version pan many years non stick coating still  good  this smaller pan great making omelets purchased for note  used plastic metal utensils pan coating never flaked chipped ever 
1,take burn pan recommended greater med high heat  nonstick coating durable works well  perfect  also  careful burn metal portion handles either side silicone 
0,the pan heavy appears well made  even cleaned directions s never stellar non stick performance  because s poor initial performance first times i used  i n t really used enough comment durability  i n t find handy size  either  i n t really fault pan  overall  i ve much better non stick performance much less expensive pans 
1,i ve never anodized nonstick skillet dupont ii  awesome  perfect heat distribution  solid feeling like i ve never experienced small pan  best performing pan ever  i wish i d got came  whenever 
1,this replaced old non stick pan become scratched years s great nice clean new  the rubberized handle real help n t heat  the non stick works great i wish i d replaced old much sooner  recommended 
1,this skillet even better i thought would  heavy i especially like s anodized coating inside 
1,having used skillet almost year everything omelets small stir fries quesadillas  i say s definitely best skillet i ve ever owned  heavy enough distribute heat well  small enough quick cooking tasks  performs beautifully  i never owned anolon product  brand choice future 
1,this medium sized pan solid  non stick  advertised i cooked bacon  eggs  shrimp butter  ground turkey  all cook fine stick  i used butter cooking eggs tips surface longevity  be sure wash hand  n t use metal spatula types pans  do n t wash dishwasher  the teflon work longer  washing hand quite easy 
1,bought i coupon combination got pan    anolon make money many times cookware choice assuming pieces advanced line nice  much heavier would expect  because  s little slower heat  even heating  great non stick properties super easy cleanup  n t beat pan  i love s got non stick outside pan   that means works well  stays looking good   excellent product 
1,this skillet excellent price  the non stick coating pan really slick i easily cook eggs breakfast others stick fail  even heat distribution great construction round package  i wish larger anolon skillets competitively priced i would surely buy complete set  highly recommended 
1,i lucky enough find two copies book  one badly damaged i stripped prints  oh  prints  they amazing  this book beautifully illustrated even quite dated  the  dinosaurs  priceless if find copy keep 
1,it goodi suprised theme  i expected i annoyed fact story kept switching time past present however  story excellant  good enough overlook jumps time i always enjoyed peter david s books  looking forward next series i disappointed i realised n t books listed series it certainly worth reading enjoy 
1,hanny lightfoot klein presents incredible true life story away makes difficult put book finished  her spirit work field female genital circumcision advocate atrocious practice unmatched  her personal story led work astonishing inspirational 
0,this book incredibly boring struggle read  i read many  many books amish mennonites book far worst  i made chapter  gave  glad i n t pay e book 
1,i read many amish stories i saw word mennonite title i immediately ordered book  i heard differences two religions interested learning  it took get used wording used story  most amish stories explain terms mean  the story got exciting i n t mind assume terms meant  reference made times amish i liked comparing two faiths  although story predicable ending  i enjoyed book much 
1,even though book written old world style  i really enjoyed  i like way character able overcome obstacles way  i e  old world style thinking women  
1,would recommend book  easy read  good young love story  simplier times  would enjoy books author 
0,i ordered book hoping i would like  i enjoy reading amish  found book confusing  the mennonites  language words  different  i could get reading 
1,i love  the characters perfect  i good plot  i love dialogue  the setting really quaint  i would recommend  prepared something lot different usual amish mennonite fiction 
0,this book felt like i reading book written sixth grader  the portrayal characters seamed unrealistic staged  it felt like writer n t done little interaction mennonite community 
1,i truly enjoyed book i became part story  letting love every moment innocent happiness  afraid different obstacles could ve made whole story crashing    my amanda    i love book reminds us never give dreams   
1,what entertaining old fashion romance  i enjoy reading amish novels pleasantly surprised find free book fiction mennonite community good 
1,i born  i never real insight influencial sex pistols really i saw film  britan lates grim place  unemployment  ira bombs  recession  depression these reasons punk happen  the first truly great pistols movie  disapointing great rock n roll sid  nancy  excellent retropective interviews four surviving pistols  dazzling array clips concert footage  best  previously unseen interview footage late sid vicious  proves surprisingly articulate intelligent you n t help feel touched john lydon sheds tear deceased friend  an exhilerating  funny  tragic insightful documentary a must see 
1,of documentaries ve ever seen rock  roll bands must see  it s brilliant  s perfectly planned tells things  it shows sex pistols music whole different way 
1,filthy  awful  horrible words  the film beautifully outlines short history quintessential punk rock icons  sex pistols  painful birth english social strife late s  heights infamy  on stage self destruction two years later  a must see  rock fan  the  cut paste  quality piece might rub wrong way  i feel fits subject matter like glove  if interest punk rock  general hellrazing  re gon see  favorite quotes   we managed offend people f  ing fed     johnny rotten  we n t nice boys thought  we n t nice boys   f  ing nasty little bastards  and still     sid vicious
1,if think saw the great r n r swindle thought something screwed wrong  your alone   there mad loads us pistols fans still odd years waiting movie sid  john  paul steve actually portrayed truth  we wanted fiction  wanted see like sex pistol first hand  would know better pistols  thats the filth  fury made correct  deciet malcom mclaren projected enraged  punk rock  audiences late s england scene  and amazingly  fraud lingered late nineties confusion true sex pistols still pondered  as see  film based fully truth  scripts  rehersals  truth  or mr john lydon would say   no lies  no fake  no fraud   
1,julian temple directed tour de force documentary seminal punks the sex pistols  loaded interviews behind scenes footage  never seen   see band released album short career become icon modern music  whether band  miss 
1,i must preface review saying i m sex pistols  fan  know much  i wanted presentation strange death nancy spungeon wanted research  this dvd blew away  i admire honest telling like  it made wish i kahunas   courage stand society  authority  etc  make voices heard  and  times  nuts  very entertaining  interesting  really enjoyed flashess commercials popular t v  i would recommend anyone  wishes  rebellious streak enjoys musical social revoution   and  frankly  n t beat price 
0,after years would ve thought temple could made film without rehashing swindle   footage seen  new stuff interviews carried pitch darkness  probably sounded good theory  reality profoundly dull no complete performances  overdubbed music  endless footage council flats  endless rehashed footage swindle  a complete utter wasted opportunity ever get feelin ve cheated 
1,for documentery movie great  the best i ever seen  get really sex pistols n t talk playing singing make documentary band full length concert footage  this great rental  head crazy band buy cd instead 
0,director julien temple n t understand great band sex pistols  great film material pistols live performances   wripped apart  every song permanently interrupted footage supposed illustrate part pistols history  pistols playing song first chorus cuts actors old play tv show comedians  really annoying  film director trying creative illustrating associations absurd metaphors band sex pistols  seems example filmmakers thinking thing interesting band whole lot unknown music journalists talking  sad  footage pistols stage looks like s great  n t show footage  n t play songs beginning  
1,great movie good pistols fan  it goes background  etc  it s worth money  
1,if understand sex pistols british culture  turned cultural paradigm  fleeting moment honesty  simplicity  spontaneous genius  see film if popular music ever voice masses sex pistols  any people relate music  anti fascist machine  get loads film  so like dylan  guthrie  cash  nwa  difranco  merchant  etc  see film 
1,the pistols may talent     n t stop  helped   best f cking punk band time  this documentory great look sex pistols history  even leave interessting bits  a bit ronnie bigs episode would nice   great interviews band  including old sid  great footage  great soudtrack  great buy anyone loves punk  i would recommend reading johnny rottens autobiography  rotten 
1,i n t say best rock roll documentary ever made i could n t less music bands  let alone watch happy little movie became celebrated  mediocre band  i say touching  hilarious  inspiring  fascinating film young  music  fashion social upheaval caused saying believed julien temple great job movie  giving pistols strong sense context american viewer  commentary dvd leaves something desired  someone told n t interview  chance comment images front 
1,the true story englands loudest band sex pistols  through interviews raw concert footage story sex pistols told band members people  i think big sex pistols fan would disappointed film  even fan i m sure ll like film  to see rise fall pistols cool see  the thing i like film ramones clash mentioned  the ramones started whole sound  clash pistols like brothers  it seemed odd  what i n t like dvd lack features  you trailer  director commentary documentary whole punk movement  i thought good i thought ve added interviews footage shows  tv stuff  etc  if fan  
0,the pistols made punk biggest media bonanza since hippie when punk came  spread dirty little wings  generation caught narcotic f k sixties new hope something fight  live  within months dream sold  baught turned another commodity beacause bands like the pistols  the damned  clash  they stuff punk credentials  money a   anarchy in the uk what a bunch of bollocks  ever live dream they didnt punk  dont wan worry anything  they numb minds t v  space coke dope dont sh tty lives surface  i know sh t know sh t wont admit fun style got old sh t their music joke  find  punk  bands many lot better  the pistols  bollocks   
0,obviously field large mystery writing limits established produce relatively small book  somewhat longer pages  however  case limits restrictive make book relatively little value mystery enthusiast the book organized alphabetically  section letter alphabet index  however  section x  sections y z half page  the entries present well written  simply entries  for example  although book s title  whodunit   a who s who crime mystery writing  count three authors listed a seven t because excessive pruning significant even important potential entries  book recommend reference 
0,i enjoy hillerman  i like weaving cultural information fine mysteries  but thinking hunting badger  that would notice shipped book publisher without completing  it frustrating hillerman book i ve read  he never finished the book  all kinds of story lines are left hanging  the writing style classic hillerman  wonderfully entertaining  expect story ending  it interesting promo memoir  publisher used pages completing story   refers book wrote inadequate ending  he quotes publisher telling  publish write better last chapter   in hunting badger  hillerman good publisher 
1,having read leaphorn chee stories  i eagerly awaited  it good read leaphorn and or chee books i enjoyed  i strongly recommend anyone planning read book first adventure solving mystery navaho way  start earlier books series  i enjoy way author describes landscapes  people  native american traditions  indian folklore solve crimes  i never navaho country somehow  thanks author  seems familiar 
1,if reading tony hillerman plots  would n t sitting talking  what great book maturing relationships chee leaphorn  growing ability comfortable  possible  successful resolution romantic relationships  in words  grateful old friends survived respective losses look ahead  if like navajo country  ll like  read books  missed 
1,bought book replace library book destroyed  it exactly ordered came good time 
1,i ve read hillerman books i m re reading audiobooks ease tedious drive work re enjoy them i remembered weak link series  i wrong  the mystery good watching retired lt joe leaphorn work jim chee work another interesting enjoyable  the banter early parts book chee cowboy dashee enjoyable  the irony white rancher complain navajo federal government taking away lands family lived last years much  i laugh loud the audiobook read superbly george guidall lasts  hours 
1,hillerman presents us masterpiece   hunting badger  unites readers favorites leaphorn chee case filled nail bitting suspense gut wrenching danger  hillerman unmatched writing talent makes readers travel scenic vistas tales  if n t experienced hillerman s wonderous works   hunting badger  chance  beverly j scott author righteous revenge
0,i think i read everything hillerman written  hunting badger   least opinion  worst work  we already know chee  leaphorn staple characters  very disappointingly  hunting badger character development antagonists  suspenseful plot real conclusion  this book seems  my editors another book   piece  i look forward additional hillerman books hope usual interesting charatcer development well geographically detailed work  but  far hunting badger goes  miss  it n t good  jbd
1,if action filled story s full blood gore book  if hand like hero would never consider hero uses mind rather fists may like book  if interest learning different cultures definitely like book  even though usually leaves pistol glove compartment pickup officer jim chee always seems get  in spare time learning navajo medicine 
0,the characters familiar hillerman fans plot story good enough decent read  but publishing houses obviously proof read books longer  there numerous typos distract reader 
0,a major disappointment hillerman fans  the type large page format designed make little appear lot  does n t  tony embarrassed offer minor effort like long term fans 
0,i read hillerman s work weakest  it seem like going motions  it particularly weak navajo culture usually fascinating reason i read 
0,long time fan tony hillerman tested loyalty  question abysmally edited anyone stopped puzzle villain managed get truck loaded missing money since s hardly time arrive shoot partners  hillerman must working bad batch peyote  harper collins ashamed
0,tony hillerman great american author  his jim chee  joe leaphorn mysteries introduced navajo culture american southwest  i knew little i began read books  therefore  i disappointed discover hillerman s recent book   hunting badger   far usual standards  i read book coming site  i agree many criticisms posted reviewers  what i would like add concern two reviewers stated  hunting badger  first hillerman book read last  they n t know re missing   hunting badger  need better editing  plot strengthening  character development   ending 
1,this another typical hillerman  signature plots style i find books like hb best way understand southwest  canyonlands bluff  blanding  shiprock flagstaff  its people  rugged ranchers  acculturated navajos  hopis traditionals   and interesting often exhilarating competitive cooperation various law enforcement agencies  including tribal police  bia agents  fbi  state police  ins agents  border patrol etc before died  jim chee s spiritual father  taught last lesson become hataalii singer   when heal people harmony  see beauty anywhere   tell power made us made us around us part power taught bring back harmony  to cure must make believe  you must believe strongly feel   ca n t miss book 
